File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Read length	Run type	Library fragmentation method	Library size range	Biosample Age	Biological replicate	Technical replicate	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001OPV	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	2	636200888	John Stamatoyannopoulos, UW	c976bee3854e1aba8e6753e222bd3820	https://www.encodeproject.org/files/ENCFF001OPV/@@download/ENCFF001OPV.fastq.gz	mm9	HiSeq 2000
ENCFF001PYE	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	1	650109626	John Stamatoyannopoulos, UW	3a2a16f52326b12d2b77655ea9a62f76	https://www.encodeproject.org/files/ENCFF001PYE/@@download/ENCFF001PYE.fastq.gz	mm9	
ENCFF001OPQ	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	2	621447181	John Stamatoyannopoulos, UW	bd72c5ae254559ad2b47db2768817ed4	https://www.encodeproject.org/files/ENCFF001OPQ/@@download/ENCFF001OPQ.fastq.gz	mm9	HiSeq 2000
ENCFF001OPR	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	2	625693258	John Stamatoyannopoulos, UW	5de7491016472cdfdc025af3e1ab70b6	https://www.encodeproject.org/files/ENCFF001OPR/@@download/ENCFF001OPR.fastq.gz	mm9	HiSeq 2000
ENCFF001OPU	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	2	623427113	John Stamatoyannopoulos, UW	9a2573e9320aa971d476a7d6c4628b40	https://www.encodeproject.org/files/ENCFF001OPU/@@download/ENCFF001OPU.fastq.gz	mm9	HiSeq 2000
ENCFF001PYG	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	1	374549367	John Stamatoyannopoulos, UW	2d0c5d206a9bf53f183ad18e644284f0	https://www.encodeproject.org/files/ENCFF001PYG/@@download/ENCFF001PYG.fastq.gz	mm9	
ENCFF001OPX	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	2	631117505	John Stamatoyannopoulos, UW	38843490ae1380c3fb40b2cf2089bbe0	https://www.encodeproject.org/files/ENCFF001OPX/@@download/ENCFF001OPX.fastq.gz	mm9	HiSeq 2000
ENCFF001OPY	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	2	642057994	John Stamatoyannopoulos, UW	748a127f8965378d5dc1e49ef204bb62	https://www.encodeproject.org/files/ENCFF001OPY/@@download/ENCFF001OPY.fastq.gz	mm9	HiSeq 2000
ENCFF001PYF	fastq	reads	ENCSR000CNV	DNase-seq	UBERON:0000966	retina	tissue	postnatal	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		1 day	1	1	621712893	John Stamatoyannopoulos, UW	ea8cbec7a2e9940c8be0fa615661c6be	https://www.encodeproject.org/files/ENCFF001PYF/@@download/ENCFF001PYF.fastq.gz	mm9	
ENCFF001OWA	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	1	1533207837	John Stamatoyannopoulos, UW	df3fdc678e958156013edafe6a491277	https://www.encodeproject.org/files/ENCFF001OWA/@@download/ENCFF001OWA.fastq.gz		
ENCFF001OWB	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	628392024	John Stamatoyannopoulos, UW	aac0a787ab402a7e1fb56df7a865ef08	https://www.encodeproject.org/files/ENCFF001OWB/@@download/ENCFF001OWB.fastq.gz		HiSeq 2000
ENCFF001QBP	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	2	1	396453265	John Stamatoyannopoulos, UW	c78ca66979372a48fb412521ded4fd44	https://www.encodeproject.org/files/ENCFF001QBP/@@download/ENCFF001QBP.fastq.gz		
ENCFF001QBR	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	3	1	245118385	John Stamatoyannopoulos, UW	3166c53809e3a401e1ecb7fdcf66061c	https://www.encodeproject.org/files/ENCFF001QBR/@@download/ENCFF001QBR.fastq.gz		
ENCFF001QCJ	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	1	1440756081	John Stamatoyannopoulos, UW	653425375cd2956b2859d06ec1b8a878	https://www.encodeproject.org/files/ENCFF001QCJ/@@download/ENCFF001QCJ.fastq.gz		
ENCFF001QBT	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	3	1	437075397	John Stamatoyannopoulos, UW	31dfaf8280ce1f79c8128610bffc0bad	https://www.encodeproject.org/files/ENCFF001QBT/@@download/ENCFF001QBT.fastq.gz	mm9	
ENCFF001OXJ	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	624515813	John Stamatoyannopoulos, UW	9800b74086859645b1cafffb87e10cb9	https://www.encodeproject.org/files/ENCFF001OXJ/@@download/ENCFF001OXJ.fastq.gz	mm9	HiSeq 2000
ENCFF001OWM	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	626059351	John Stamatoyannopoulos, UW	6ea7d81f5266d98af3dd60e18f676846	https://www.encodeproject.org/files/ENCFF001OWM/@@download/ENCFF001OWM.fastq.gz	mm9	HiSeq 2000
ENCFF001OWN	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	638220040	John Stamatoyannopoulos, UW	851f3c08f14553bafef9ae823117dd49	https://www.encodeproject.org/files/ENCFF001OWN/@@download/ENCFF001OWN.fastq.gz	mm9	HiSeq 2000
ENCFF001OWR	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	636160119	John Stamatoyannopoulos, UW	f94fad21761c55b29a47f1369b8d844e	https://www.encodeproject.org/files/ENCFF001OWR/@@download/ENCFF001OWR.fastq.gz	mm9	HiSeq 2000
ENCFF001OWS	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	628160883	John Stamatoyannopoulos, UW	7694652cf96ad9427d8327d8d3072466	https://www.encodeproject.org/files/ENCFF001OWS/@@download/ENCFF001OWS.fastq.gz	mm9	HiSeq 2000
ENCFF001OXB	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	642894431	John Stamatoyannopoulos, UW	dde0aa7eed0002da34ccd7a9be132448	https://www.encodeproject.org/files/ENCFF001OXB/@@download/ENCFF001OXB.fastq.gz	mm9	HiSeq 2000
ENCFF001OXL	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	635836106	John Stamatoyannopoulos, UW	f60b3af40c356a9133039d482fcc104b	https://www.encodeproject.org/files/ENCFF001OXL/@@download/ENCFF001OXL.fastq.gz	mm9	HiSeq 2000
ENCFF001OWQ	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	623529167	John Stamatoyannopoulos, UW	75a7496b890e8dac40b529089337e5d8	https://www.encodeproject.org/files/ENCFF001OWQ/@@download/ENCFF001OWQ.fastq.gz	mm9	HiSeq 2000
ENCFF001OWV	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	452710035	John Stamatoyannopoulos, UW	2f06895bb30f1ab1d77773dcd0af1cfe	https://www.encodeproject.org/files/ENCFF001OWV/@@download/ENCFF001OWV.fastq.gz	mm9	HiSeq 2000
ENCFF001QBS	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	3	1	639374698	John Stamatoyannopoulos, UW	a0f9ee45c5d5fda777266aab97602771	https://www.encodeproject.org/files/ENCFF001QBS/@@download/ENCFF001QBS.fastq.gz	mm9	
ENCFF001OWG	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	642208553	John Stamatoyannopoulos, UW	d38e1e00f542e7e3d8b324c545918253	https://www.encodeproject.org/files/ENCFF001OWG/@@download/ENCFF001OWG.fastq.gz	mm9	HiSeq 2000
ENCFF001OWK	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	632133191	John Stamatoyannopoulos, UW	6e6ff6f4034bd2e65c392e1681c761d4	https://www.encodeproject.org/files/ENCFF001OWK/@@download/ENCFF001OWK.fastq.gz	mm9	HiSeq 2000
ENCFF001OWX	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	636253720	John Stamatoyannopoulos, UW	1694e3e7032a0607f89b3d1790b79d3c	https://www.encodeproject.org/files/ENCFF001OWX/@@download/ENCFF001OWX.fastq.gz	mm9	HiSeq 2000
ENCFF001OWY	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	644258881	John Stamatoyannopoulos, UW	2ba1cfb03e011caa0a6fe689fa705723	https://www.encodeproject.org/files/ENCFF001OWY/@@download/ENCFF001OWY.fastq.gz	mm9	HiSeq 2000
ENCFF001OWZ	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	631714466	John Stamatoyannopoulos, UW	9627790a3f0725f3f0bf0d8cafca2897	https://www.encodeproject.org/files/ENCFF001OWZ/@@download/ENCFF001OWZ.fastq.gz	mm9	HiSeq 2000
ENCFF001OWE	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	628746902	John Stamatoyannopoulos, UW	fa9fe3448edbd4f4b93ce908abcd4658	https://www.encodeproject.org/files/ENCFF001OWE/@@download/ENCFF001OWE.fastq.gz	mm9	HiSeq 2000
ENCFF001OWH	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	633814834	John Stamatoyannopoulos, UW	9b2dab02f3aadc88f301b5dce69a6a2a	https://www.encodeproject.org/files/ENCFF001OWH/@@download/ENCFF001OWH.fastq.gz	mm9	HiSeq 2000
ENCFF001OWI	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	636624183	John Stamatoyannopoulos, UW	67e8f9b4643b70f8bd9668aa96ee5aa1	https://www.encodeproject.org/files/ENCFF001OWI/@@download/ENCFF001OWI.fastq.gz	mm9	HiSeq 2000
ENCFF001OWJ	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	642613314	John Stamatoyannopoulos, UW	d2fa7c7d443e9b89885e4c95de4879c2	https://www.encodeproject.org/files/ENCFF001OWJ/@@download/ENCFF001OWJ.fastq.gz	mm9	HiSeq 2000
ENCFF001OWO	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	629125759	John Stamatoyannopoulos, UW	d40b9864ac45c29b3fac33f860b91d62	https://www.encodeproject.org/files/ENCFF001OWO/@@download/ENCFF001OWO.fastq.gz	mm9	HiSeq 2000
ENCFF001OWU	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	637661952	John Stamatoyannopoulos, UW	0a0854a659745bf9463bf8fe3b2d49dc	https://www.encodeproject.org/files/ENCFF001OWU/@@download/ENCFF001OWU.fastq.gz	mm9	HiSeq 2000
ENCFF001OXC	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	636337684	John Stamatoyannopoulos, UW	b0e73540d84da61f0b3bc829bb3591f6	https://www.encodeproject.org/files/ENCFF001OXC/@@download/ENCFF001OXC.fastq.gz	mm9	HiSeq 2000
ENCFF001OXG	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	627813645	John Stamatoyannopoulos, UW	32c0d73ae758b90b79bf7050d907c943	https://www.encodeproject.org/files/ENCFF001OXG/@@download/ENCFF001OXG.fastq.gz	mm9	HiSeq 2000
ENCFF001OXH	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	639109149	John Stamatoyannopoulos, UW	a2d66dad8e8743e54bfa0f77a1f6a16f	https://www.encodeproject.org/files/ENCFF001OXH/@@download/ENCFF001OXH.fastq.gz	mm9	HiSeq 2000
ENCFF001OXI	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	629503436	John Stamatoyannopoulos, UW	8d46fd4123cb830fcbb162c022fa2c6b	https://www.encodeproject.org/files/ENCFF001OXI/@@download/ENCFF001OXI.fastq.gz	mm9	HiSeq 2000
ENCFF001QBQ	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	2	1	1090221566	John Stamatoyannopoulos, UW	1e7d5403dce8ec4a0c408dbd37dfc90b	https://www.encodeproject.org/files/ENCFF001QBQ/@@download/ENCFF001QBQ.fastq.gz	mm9	
ENCFF001OWF	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	635874508	John Stamatoyannopoulos, UW	6f32ef52c0f091ca88213cd568e8ded9	https://www.encodeproject.org/files/ENCFF001OWF/@@download/ENCFF001OWF.fastq.gz	mm9	HiSeq 2000
ENCFF001OWT	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	627926714	John Stamatoyannopoulos, UW	5074d930b507fe227b5879dbb3d76c2e	https://www.encodeproject.org/files/ENCFF001OWT/@@download/ENCFF001OWT.fastq.gz	mm9	HiSeq 2000
ENCFF001OWW	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	631334026	John Stamatoyannopoulos, UW	e0a889e14a60425cea4484ac01e9783b	https://www.encodeproject.org/files/ENCFF001OWW/@@download/ENCFF001OWW.fastq.gz	mm9	HiSeq 2000
ENCFF001OXE	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	642800851	John Stamatoyannopoulos, UW	e5197e8a60900e6dd9b2b8c8752c2878	https://www.encodeproject.org/files/ENCFF001OXE/@@download/ENCFF001OXE.fastq.gz	mm9	HiSeq 2000
ENCFF001OXF	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	625651454	John Stamatoyannopoulos, UW	f8eaed65939eac2bc6b4f4d206239b0f	https://www.encodeproject.org/files/ENCFF001OXF/@@download/ENCFF001OXF.fastq.gz	mm9	HiSeq 2000
ENCFF001OWC	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	635758577	John Stamatoyannopoulos, UW	ef8086763c957bdea18c235e36abd267	https://www.encodeproject.org/files/ENCFF001OWC/@@download/ENCFF001OWC.fastq.gz	mm9	HiSeq 2000
ENCFF001OWD	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	642248266	John Stamatoyannopoulos, UW	c01443553db05bf9f62828588b17c556	https://www.encodeproject.org/files/ENCFF001OWD/@@download/ENCFF001OWD.fastq.gz	mm9	HiSeq 2000
ENCFF001OXA	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	634753724	John Stamatoyannopoulos, UW	a526236c3e6653084693476736ca9448	https://www.encodeproject.org/files/ENCFF001OXA/@@download/ENCFF001OXA.fastq.gz	mm9	HiSeq 2000
ENCFF001OXM	fastq	reads	ENCSR000COC	DNase-seq	NTR:0000724	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	630206568	John Stamatoyannopoulos, UW	58f7181e93f524ee7ef1df6a64bd8391	https://www.encodeproject.org/files/ENCFF001OXM/@@download/ENCFF001OXM.fastq.gz	mm9	HiSeq 2000
